"OTU","Bin"
"OTU474",76
"OTU2176",76
"OTU442",76
"OTU2309",77
"OTU2818",77
"OTU3060",77
"OTU3152",77
"OTU3326",77
"OTU2793",77
"OTU2970",77
"OTU1698",77
"OTU2072",77
"OTU704",77
"OTU653",77
"OTU2585",77
"OTU1566",77
"OTU1773",77
"OTU110",77
"OTU1538",77
"OTU1942",77
"OTU2006",77
"OTU2106",77
"OTU2052",77
"OTU685",77
"OTU1471",77
"OTU2075",77
"OTU2347",77
"OTU2039",77
"OTU1988",77
"OTU736",77
"OTU838",77
"OTU1578",77
"OTU1112",77
"OTU2755",77
"OTU138",77
"OTU2853",77
"OTU1227",77
"OTU2557",77
"OTU2571",77
"OTU2035",77
"OTU458",77
"OTU616",77
"OTU1556",77
"OTU1509",77
"OTU2115",77
"OTU2548",77
"OTU2411",77
"OTU3222",77
"OTU773",77
"OTU989",77
"OTU2661",77
"OTU1192",77
"OTU1320",77
"OTU302",77
"OTU1069",77
"OTU1485",77
"OTU438",77
"OTU875",77
"OTU52",77
"OTU2389",77
"OTU2526",77
"OTU2601",77
"OTU2762",77
"OTU2522",77
"OTU2953",77
"OTU1469",77
"OTU1730",77
"OTU2014",77
"OTU3282",77
"OTU2186",77
"OTU896",77
"OTU3259",78
"OTU706",78
"OTU671",78
"OTU965",78
"OTU926",78
"OTU1659",78
"OTU1954",78
"OTU2321",78
"OTU2560",78
"OTU1651",78
"OTU1095",78
"OTU688",78
"OTU2061",78
"OTU1136",78
"OTU2583",78
"OTU1847",78
"OTU2623",78
"OTU1086",78
"OTU3099",78
"OTU22",78
"OTU1006",78
"OTU1124",78
"OTU2256",78
"OTU143",78
"OTU1161",78
"OTU153",78
"OTU2441",78
"OTU2948",78
"OTU1011",78
"OTU1438",78
"OTU303",78
"OTU560",78
"OTU220",78
"OTU2675",78
"OTU122",78
"OTU1649",78
"OTU545",78
"OTU520",78
"OTU1949",78
"OTU300",78
"OTU690",78
"OTU380",78
"OTU301",78
"OTU3006",78
"OTU1570",78
"OTU2995",78
"OTU1441",78
"OTU1965",78
"OTU2144",78
"OTU2513",78
"OTU2092",78
"OTU1931",78
"OTU2635",78
"OTU2569",78
